titulo,descricao,link,data_publicacao,fonte,categoria,n_palavras_titulo,n_palavras_desc,dia_semana,hora,sentimento
Russa Menikova reconquista título mundial de ginástica,"A ginasta russa Angelina Melnikova, de regresso à competição internacional, após longa ausência e competir sob bandeira neutra, sagrou-se hoje em Jacarta campeã do mundo do concurso geral.",https://www.rtp.pt/noticias/outras-modalidades/russa-menikova-reconquista-titulo-mundial-de-ginastica_d1693276,2025-10-23 20:28:38+01:00,RTP,desporto,7,28,3,20,0
Lionel Messi renova com Inter Miami até 2028,"O futebolista Lionel Messi, campeão mundial de seleções pela Argentina e oito vezes vencedor da Bola de Ouro, renovou contrato com o Inter Miami por dois anos, até 2028, anunciou hoje o clube da Liga norte-americana (MLS).",https://www.rtp.pt/noticias/futebol-internacional/lionel-messi-renova-com-inter-miami-ate-2028_d1693273,2025-10-23 20:23:31+01:00,RTP,desporto,8,37,3,20,0
Liga Europa. Nottingham Forest - FC Porto,"O FC Porto perdeu a invencibilidade em 2025/26 ao ser derrotado fora pelos ingleses do Nottingham Forest (2-0), na terceira jornada da fase de liga da Liga Europa, punido pelo conservadorismo e rigidez tática.",https://www.rtp.pt/noticias/desporto/liga-europa-nottingham-forest-fc-porto_e1693210,2025-10-23 20:08:36+01:00,RTP,desporto,7,34,3,20,-1
Marítimo cancela venda parcial da SAD ao grupo REVEE por falta de garantias,"O Marítimo, da II Liga portuguesa de futebol, anunciou hoje que a venda parcial da SAD ao grupo de investimento REVEE, sediado no Brasil, ficou sem efeito, devido à falta de garantias para a concretização do negócio.",https://www.rtp.pt/noticias/futebol-nacional/maritimo-cancela-venda-parcial-da-sad-ao-grupo-revee-por-falta-de-garantias_d1693255,2025-10-23 18:05:33+01:00,RTP,desporto,13,37,3,18,0
Técnico do Gil Vicente promete boa resposta frente ao Alverca após desaire na Taça,"O treinador do Gil Vicente afirmou hoje que a equipa está “preparada e confiante” para reagir à eliminação da Taça e regressar às vitórias na visita ao Alverca, na sexta-feira, na nona jornada da I Liga de futebol.",https://www.rtp.pt/noticias/futebol-nacional/tecnico-do-gil-vicente-promete-boa-resposta-frente-ao-alverca-apos-desaire-na-taca_d1693251,2025-10-23 17:56:23+01:00,RTP,desporto,14,38,3,17,1
Liga Europa. Sporting de Braga - Estrela Vermelha,"O Sp. Braga manteve a invencibilidade na Liga Europa de futebol, ao impor-se em casa aos sérvios do Estrela Vermelha por 2-0, na 3.ª jornada da fase de liga da competição.",https://www.rtp.pt/noticias/desporto/liga-europa-sporting-de-braga-estrela-vermelha_e1693214,2025-10-23 17:39:37+01:00,RTP,desporto,8,31,3,17,0
Tenista Francisco Cabral segue para a segunda ronda de pares do torneio de Viena,"O par constituído pelo tenista português Francisco Cabral e o austríaco Lucas Miedler qualificou-se hoje para a segunda ronda do torneio de Viena, ao vencer no super ‘tie-brak’ o alemão Constantin Frantzen e o neerlandês Robin Haase.",https://www.rtp.pt/noticias/outras-modalidades/tenista-francisco-cabral-segue-para-a-segunda-ronda-de-pares-do-torneio-de-viena_d1693247,2025-10-23 17:38:19+01:00,RTP,desporto,14,37,3,17,0
Golfista Ricardo Melo Gouveia com arranque fraco na Coreia do Sul,"O português Ricardo Melo Gouveia segue provisoriamente no grupo dos 91.ºs classificados no final do primeiro dia do Genesis Championship, torneio do DP World Tour, que decorre em Cheonan, na Coreia do Sul.",https://www.rtp.pt/noticias/outras-modalidades/golfista-ricardo-melo-gouveia-com-arranque-fraco-na-coreia-do-sul_d1693244,2025-10-23 17:35:08+01:00,RTP,desporto,11,33,3,17,0
Atleta queniana Ruth Chepngetich suspensa três anos por doping,"A queniana Ruth Chepngetich, detentora do recorde mundial da maratona feminina, foi suspensa por três anos, após admitir uma violação das regras antidopagem, informou hoje a Unidade de Integridade do Atletismo (AIU).",https://www.rtp.pt/noticias/outras-modalidades/atleta-queniana-ruth-chepngetich-suspensa-tres-anos-por-doping_d1693243,2025-10-23 17:33:55+01:00,RTP,desporto,9,32,3,17,1
Diogo Craveiro com bronze nos Mundiais de patinagem artística,"O patinador português Diogo Craveiro obteve hoje a medalha de bronze na variante livre do Campeonato do Mundo de patinagem artística, a decorrer em Pequim.",https://www.rtp.pt/noticias/outras-modalidades/diogo-craveiro-com-bronze-nos-mundiais-de-patinagem-artistica_d1693240,2025-10-23 17:25:25+01:00,RTP,desporto,9,25,3,17,0
12h30m Edição José Pedro Pinto,,https://www.rtp.pt/noticias/noticiario-desporto/12h30m-edicao-jose-pedro-pinto_a1_1693151,2025-10-23 13:55:02+01:00,RTP,desporto,5,0,3,13,0
Sábado é dia de decisões no Benfica,"O Benfica vai no sábado a votos na eleição mais concorrida dos seus 121 anos de história, com seis pretendentes à cadeira do poder.",https://www.rtp.pt/noticias/benfica/sabado-e-dia-de-decisoes-no-benfica_d1693140,2025-10-23 13:42:24+01:00,RTP,desporto,7,24,3,13,0
Libertado na Rússia ciclista francês que tentava recorde Lisboa-Vladivostok,"O ciclista francês preso na Rússia há mais de um mês foi hoje libertado, após ter sido multado por “entrada ilegal” na fronteira do extremo-oriente da Federação Russa, disse fonte judiciária à agência France Presse.",https://www.rtp.pt/noticias/outras-modalidades/libertado-na-russia-ciclista-frances-que-tentava-recorde-lisboa-vladivostok_d1693120,2025-10-23 11:40:03+01:00,RTP,desporto,9,35,3,11,0
FC Porto e Sporting de Braga em jornada europeia,"O FC Porto e o Sporting de Braga vão tentar manter o arranque 100% vitorioso na Liga Europa, que cumpre hoje a terceira jornada.",https://www.rtp.pt/noticias/liga-europa/fc-porto-e-sporting-de-braga-em-jornada-europeia_d1693104,2025-10-23 10:29:45+01:00,RTP,desporto,9,24,3,10,0
Neemias entra com o pé direito na nova temporada,"Neemias Queta esteve na quarta-feira em grande plano na estreia na edição 2025/2026 da Liga norte-americana de basquetebol (NBA), como titular, pelos Boston Celtics, que perderam em casa por 116-117 com os Philadelphia 76ers.",https://www.rtp.pt/noticias/basquetebol/neemias-entra-com-o-pe-direito-na-nova-temporada_d1693103,2025-10-23 10:24:32+01:00,RTP,desporto,9,34,3,10,0
Dedic lesionado,"O bósnio Amar Dedic tem uma lesão muscular no adutor longo da coxa esquerda, anunciou o Benfica, e deverá desfalcar o clube lisboeta nos próximos jogos.",https://www.rtp.pt/noticias/benfica/dedic-lesionado_d1693099,2025-10-23 10:15:02+01:00,RTP,desporto,2,26,3,10,0
"Rui Borges ""feliz"" com desempenho do Sporting frente ao Marselha","O Sporting venceu o Marselha por 2-1, na terceira jornada da Liga dos Campeões. Alisson marcou o golo da vitória em Alvalade.",https://www.rtp.pt/noticias/desporto/rui-borges-feliz-com-desempenho-do-sporting-frente-ao-marselha_v1693094,2025-10-23 10:10:47+01:00,RTP,desporto,10,22,3,10,1
Liga Europa. FC Porto nunca venceu em Inglaterra nas provas europeias,"O Futebol Clube do Porto e o Nottingham Forest jogam, esta quinta-feira, para a Liga Europa.",https://www.rtp.pt/noticias/desporto/liga-europa-fc-porto-nunca-venceu-em-inglaterra-nas-provas-europeias_v1693093,2025-10-23 10:09:47+01:00,RTP,desporto,11,16,3,10,0
Liga Europa. SC Braga recebe o Estrela Vermelha,"O Sporting de Braga recebe, esta quinta-feira, o Estrela Vermelha, para a terceira jornada da fase de liga da Liga Europa.",https://www.rtp.pt/noticias/desporto/liga-europa-sc-braga-recebe-o-estrela-vermelha_v1693092,2025-10-23 10:08:17+01:00,RTP,desporto,8,21,3,10,0
Eleições no Benfica,,https://www.rtp.pt/noticias/desporto/eleicoes-no-benfica_i1692938,2025-10-23 09:39:10+01:00,RTP,desporto,3,0,3,9,0
"""Não é uma fase boa"". Rui Costa reconhece momento difícil mas sublinha qualidade do plantel","Em entrevista à RTP, o atual presidente do Benfica reconheceu que o clube não está a viver &quot;uma fase boa&quot; e que os resultados recentes demonstram que a equipa está &quot;fisicamente com lacunas&quot;. No entanto, refere que o plantel atual &quot;é suficiente&quot;, tem qualidade e &quot;já fez coisas boas esta temporada&quot;.",https://www.rtp.pt/noticias/desporto/nao-e-uma-fase-boa-rui-costa-reconhece-momento-dificil-mas-sublinha-qualidade-do-plantel_v1693046,2025-10-22 23:52:50+01:00,RTP,desporto,15,51,2,23,0
Reviravolta do Sporting esteve nos suplentes,"O Sporting venceu esta quarta-feira o Marselha, por 2-1, na terceira jornada da fase de liga da Liga dos Campeões de futebol, numa partida em que os anfitriões deram a volta ao resultado com os franceses reduzidos a 10.",https://www.rtp.pt/noticias/sporting/reviravolta-do-sporting-esteve-nos-suplentes_d1693041,2025-10-22 23:31:56+01:00,RTP,desporto,6,39,2,23,0
Farioli alerta para fator emocional na estreia do novo treinador do Nottingham Forest,"O treinador do FC Porto, Francesco Farioli, alertou que a estreia do novo treinador do Nottingham Forest pode acrescentar um &quot;fator emocional&quot; à dificuldade do jogo de quinta-feira para a Liga Europa de futebol.",https://www.rtp.pt/noticias/fc-porto/farioli-alerta-para-fator-emocional-na-estreia-do-novo-treinador-do-nottingham-forest_d1693038,2025-10-22 22:44:55+01:00,RTP,desporto,13,34,2,22,1
"Galatasaray soma segunda vitória seguida, Qarabag perde invencibilidade","O Galatasaray somou quarta-feira o segundo triunfo seguido na fase de liga da Liga dos Campeões de futebol, ao vencer na receção ao Bodo/Glimt (3-1), o mesmo resultado com que o Qarabag perdeu a invencibilidade diante do Athletic Bilbau.",https://www.rtp.pt/noticias/futebol-internacional/galatasaray-soma-segunda-vitoria-seguida-qarabag-perde-invencibilidade_d1693028,2025-10-22 21:56:57+01:00,RTP,desporto,8,39,2,21,0
Sporting soma na Noruega segunda vitória seguida na Champions de andebol,"O crescimento exibicional na segunda parte permitiu quarta-feira ao Sporting vencer na visita ao Kolstad (34-30), após quatro golos de desvantagem, em jogo da sexta jornada do Grupo A da Liga dos Campeões de andebol.",https://www.rtp.pt/noticias/sporting/sporting-soma-na-noruega-segunda-vitoria-seguida-na-champions-de-andebol_d1693013,2025-10-22 20:56:34+01:00,RTP,desporto,11,35,2,20,0
18h30 Edição de João Gomes Dias,,https://www.rtp.pt/noticias/noticiario-desporto/18h30-edicao-de-joao-gomes-dias_a1_1693006,2025-10-22 20:19:02+01:00,RTP,desporto,6,0,2,20,0
"Al Nassr, de Jorge Jesus, continua vitorioso na Liga dos Campeões asiáticos 2","O Al Nassr, treinado pelo português Jorge Jesus, seguiu hoje vitorioso na fase principal da Liga dos Campeões asiáticos 2 de futebol, ao ganhar na visita ao Goa (2-1), da terceira jornada do Grupo D.",https://www.rtp.pt/noticias/futebol-internacional/al-nassr-de-jorge-jesus-continua-vitorioso-na-liga-dos-campeoes-asiaticos-2_d1692999,2025-10-22 19:35:35+01:00,RTP,desporto,13,35,2,19,1
Liga dos Campeões. Sporting CP - Marselha,"O Sporting bateu no Estádio Alvalade o Marselha, por 2-1, depois de estar a perder ao intervalo por 1-0, em jogo da terceira jornada da fase de liga da Liga dos Campeões de futebol. Os golos dos leões foram marcados por Catamo e Alisson, Igor Paixão inaugurou para a equipa francesa.",https://www.rtp.pt/noticias/desporto/liga-dos-campeoes-sporting-cp-marselha_e1692997,2025-10-22 19:24:46+01:00,RTP,desporto,7,51,2,19,0
Novo treinador do Nottingham Forest quer mentalidade ofensiva contra FC Porto,"O novo treinador do Nottingham Forest, Sean Dyche, afirmou que quer uma equipa com &quot;mentalidade ofensiva&quot; contra o FC Porto na quinta-feira para a Liga Europa de futebol, apesar de admitir que teve pouco tempo de preparação.",https://www.rtp.pt/noticias/futebol-internacional/novo-treinador-do-nottingham-forest-quer-mentalidade-ofensiva-contra-fc-porto_d1692992,2025-10-22 18:30:06+01:00,RTP,desporto,11,37,2,18,0
Vicens quer melhor versão do Sporting de Braga para bater sérvios,"O treinador Carlos Vicens disse esperar dificuldades na receção ao Estrela Vermelha, quinta-feira, na terceira jornada da fase de liga da Liga Europa de futebol, mas quer ver a melhor versão do Sporting de Braga para vencer.",https://www.rtp.pt/noticias/futebol-internacional/vicens-quer-melhor-versao-do-sporting-de-braga-para-bater-servios_d1692990,2025-10-22 18:26:12+01:00,RTP,desporto,11,37,2,18,0
Sporting vence Marselha na Youth League com golo do suplente Paulo Simão,"Um golo marcado aos 81 minutos pelo suplente Paulo Simão permitiu ao Sporting impor-se por 2-1 na receção ao Marselha, em jogo da terceira jornada da fase de liga da Youth League de futebol.",https://www.rtp.pt/noticias/sporting/sporting-vence-marselha-na-youth-league-com-golo-do-suplente-paulo-simao_d1692972,2025-10-22 17:30:44+01:00,RTP,desporto,12,34,2,17,0
Madalena Costa sagra-se campeã mundial em patinagem artística livre,"A portuguesa Madalena Costa, de 17 anos, fez hoje história ao sagrar-se campeã mundial de seniores de patinagem artística, estilo livre, em Pequim, na China.",https://www.rtp.pt/noticias/outras-modalidades/madalena-costa-sagra-se-campea-mundial-em-patinagem-artistica-livre_d1692968,2025-10-22 17:19:09+01:00,RTP,desporto,9,25,2,17,0
"Mayer considera o seu programa ""o único que serve o futuro"" do clube","O industrial Martim Mayer, candidato à presidência do Benfica, mostrou-se hoje convicto de que o seu programa será &quot;o único que serve para o futuro&quot; do clube e criticou a inexistência de mais debates entre candidaturas.",https://www.rtp.pt/noticias/benfica/mayer-considera-o-seu-programa-o-unico-que-serve-o-futuro-do-clube_d1692951,2025-10-22 17:16:48+01:00,RTP,desporto,13,36,2,17,0
"Benfica é ""líder mundial"" na formação de futebolistas - estudo","O Benfica é, pelo segundo ano seguido, o líder mundial na formação de futebolistas profissionais, de acordo com os critérios definidos pelo Observatório do Futebol (CIES), num estudo divulgado hoje, em que o Sporting ocupa o sexto lugar.",https://www.rtp.pt/noticias/benfica/benfica-e-lider-mundial-na-formacao-de-futebolistas-estudo_d1692939,2025-10-22 15:10:04+01:00,RTP,desporto,10,38,2,15,0
Zaidu apto para o encontro com o Nottingham Forest,"O lateral esquerdo do FC Porto Zaidu participou sem limitações no último treino de preparação para o encontro com o Nottingham Forest, a contar para a terceira ronda da fase de liga da Liga Europa.",https://www.rtp.pt/noticias/fc-porto/zaidu-apto-para-o-encontro-com-o-nottingham-forest_d1692937,2025-10-22 15:08:23+01:00,RTP,desporto,9,35,2,15,0
12h30m Edição Fernando Eurico,,https://www.rtp.pt/noticias/noticiario-desporto/12h30m-edicao-fernando-eurico_a1_1692916,2025-10-22 14:05:02+01:00,RTP,desporto,4,0,2,14,0
"Selecionador de futebol feminino assume que desafios com os EUA são ""estímulos""","O selecionador Francisco Neto assumiu hoje que os desafios associados a adversários com o poderio dos Estados Unidos &quot;não são fáceis&quot;, mas representam &quot;estímulos&quot; de que a seleção portuguesa feminina de futebol &quot;precisa&quot;.",https://www.rtp.pt/noticias/selecao-nacional/selecionador-de-futebol-feminino-assume-que-desafios-com-os-eua-sao-estimulos_d1692911,2025-10-22 13:54:32+01:00,RTP,desporto,12,33,2,13,0
Ciclista português Nelson Oliveira renova até 2027 com a Movistar,"Nelson Oliveira, o ciclista português com mais presenças em grandes Voltas, renovou até 2027 com a Movistar, na qual cumpriu a 10.ª temporada, anunciou hoje a equipa espanhola do Worldtour.",https://www.rtp.pt/noticias/outras-modalidades/ciclista-portugues-nelson-oliveira-renova-ate-2027-com-a-movistar_d1692883,2025-10-22 11:31:20+01:00,RTP,desporto,10,30,2,11,0
Esterilização gratuita para Erradicar o abandono de cães e gatos pede Movimento de Cidadãos,Na maioria dos concelhos do país não há esterilizações suficientes para controlar e erradicar o abandono dos animais. É o que alerta o Movimento &quot;P&#039;la Campanha Esterilização de Animais Abandonados&quot;.,https://www.rtp.pt/noticias/pais/esterilizacao-gratuita-para-erradicar-o-abandono-de-caes-e-gatos-pede-movimento-de-cidadaos_a1693420,2025-10-24 13:43:36+01:00,RTP,pais,14,30,4,13,0
Escolas fechadas um pouco por toda a Lisboa,"Escolas encerradas com alguns professores e funcionários no interior e pais e alunos do lado de fora das grades foi um cenário repetido hoje em vários estabelecimentos de ensino lisboetas, dia de greve nacional.",https://www.rtp.pt/noticias/pais/escolas-fechadas-um-pouco-por-toda-a-lisboa_n1693421,2025-10-24 13:29:12+01:00,RTP,pais,8,34,4,13,0
PR assinala Dia do Exército e presta homenagem a todos os que nele serviram,"O Presidente da República assinalou hoje o Dia do Exército e prestou homenagem a todos os que nele serviram e servem, deixando uma palavra especial aos militares deste ramo em missão no estrangeiro.",https://www.rtp.pt/noticias/pais/pr-assinala-dia-do-exercito-e-presta-homenagem-a-todos-os-que-nele-serviram_n1693419,2025-10-24 13:20:25+01:00,RTP,pais,14,33,4,13,0
Agravada pena a professora de Espinho condenada por agredir crianças estrangeiras,"O Tribunal da Relação do Porto (TRP) condenou uma professora de uma escola de Espinho a uma pena de prisão, depois de ter sido punida com uma multa na primeira instância, por ter agredido sete crianças estrangeiras.",https://www.rtp.pt/noticias/pais/agravada-pena-a-professora-de-espinho-condenada-por-agredir-criancas-estrangeiras_n1693418,2025-10-24 13:11:39+01:00,RTP,pais,11,37,4,13,0
Dez distritos do continente sob aviso amarelo no sábado devido à chuva forte,"Dez distritos de Portugal continental vão estar no sábado sob aviso amarelo devido à previsão de chuva forte, segundo o Instituto Português do Mar e da Atmosfera (IPMA).",https://www.rtp.pt/noticias/pais/dez-distritos-do-continente-sob-aviso-amarelo-no-sabado-devido-a-chuva-forte_n1693375,2025-10-24 10:48:24+01:00,RTP,pais,13,28,4,10,0
"Greve de médicos. FNAM acusa Governo de ""destruição do Serviço Nacional de Saúde""","A par da greve da Função Pública promovida pela Frente Comum, decorre esta sexta-feira a paralisação convocada pela Federação Nacional dos Médicos. Esta classe profissional contesta o plano para a Saúde proposto pelo Ministério, mas garante serviços mínimos. A presidente da FNAM acusa o Governo de não &quot;negociar com os médicos&quot; e de ser responsável pela &quot;destruição do Serviço Nacional de Saúde&quot;.",https://www.rtp.pt/noticias/pais/greve-de-medicos-fnam-acusa-governo-de-destruicao-do-servico-nacional-de-saude_n1693362,2025-10-24 09:55:33+01:00,RTP,pais,13,62,4,9,0
Relógios atrasam uma hora na madrugada de domingo,"Portugal continental e as regiões autónomas da Madeira e Açores vão atrasar os relógios uma hora na madrugada de domingo, numa altura em que a União Europeu reacende o debate sobre a mudança da hora.",https://www.rtp.pt/noticias/pais/relogios-atrasam-uma-hora-na-madrugada-de-domingo_n1693349,2025-10-24 08:23:29+01:00,RTP,pais,8,35,4,8,0
Francisco Pinto Balsemão. Centenas de pessoas na despedida nos Jerónimos,"Centenas de pessoas despediram-se de Francisco Pinto Balsemão. As cerimónias fúnebres decorreram no Mosteiro dos Jerónimos, em Lisboa.",https://www.rtp.pt/noticias/pais/francisco-pinto-balsemao-centenas-de-pessoas-na-despedida-nos-jeronimos_v1693297,2025-10-23 21:58:47+01:00,RTP,pais,10,18,3,21,0
Abandono de bebés. Houve 71 casos em oito anos em Portugal,"A Comissão de Proteção de Menores está preocupada com o abandono de crianças em Portugal. A Comissão revelou que, em oito anos, foram abandonados à nascença ou nos primeiros seis meses de vida um total de 71 bebés.",https://www.rtp.pt/noticias/pais/abandono-de-bebes-houve-71-casos-em-oito-anos-em-portugal_v1693293,2025-10-23 21:49:48+01:00,RTP,pais,11,38,3,21,0
